OBJECTID,Site name,Number of spills,Spill duration (hours per year),Percent of reporting operational,Company name,DSI_TYPE_DESCRIPTION,ADD_OF_DISCHARGE_SITE_LINE_1,DISTRICT_COUNCIL,CATC_NAME,PERMIT_NUMBER,RECEIVING_WATER,REC_ENV_CODE_DESCRIPTION,Outlet type,Grid reference,Effluent type,Year of Data,Disputed,Disputed data detail,x,y
3899,THE HOLLOWAY STORM OVERFLOW (COMPTON - BRIDGNORTH RD (CSO)),52,1074,99.87%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),THE HOLLOWAY,WOLVERHAMPTON,RIVER STOUR (WORCS),S/06/20949/O,SMESTOW BROOK,Freshwater river,Sewage - water company,SO8816098690,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,388160,298690
3900,PARK LANE STORM OVERFLOW (PARK VILLAGE - PARK LANE (CSO)),24,455,73.56%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),GUY MOTORS INDUSTRIAL PARK,WOLVERHAMPTON,RIVER STOUR (WORCS),S/06/20980/O,SMESTOW BROOK,Freshwater river,Sewage - water company,SJ9197000110,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,392467,300307
3901,NEWTOWN LANE STORM OVERFLOW (CRADLEY HEATH - NEWTOWN LANE (CSO)),8,4,76.43%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),NEAR 53 NEWTOWN LANE,SANDWELL,RIVER STOUR (WORCS),S/06/21041/O,MOUSESWEET BROOK,Freshwater river,Sewage - water company,SO9466086480,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,394657,286484
3902,HALESOWEN ROAD STORM OVERFLOW (OLD HILL - HALESOWEN ROAD (CSO)),1,0,99.70%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),OPPOSITE 230 HALESOWEN ROAD,DUDLEY,RIVER STOUR (WORCS),S/06/21042/O,MOUSESWEET BROOK,Freshwater river,Sewage - water company,SO9512086630,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,395502,286398
3903,BANNISTER STREET STORM OVERFLOW (CRADLEY HEATH - BANNISTER STREET (CSO)),118,2589,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),59 BANNISTER STREET,SANDWELL,RIVER STOUR (WORCS),S/06/21043/O,MOUSESWEET BROOK,Freshwater river,Sewage - water company,SO9480086620,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,394810,286617
3904,REDDAL HILL ROAD STORM OVERFLOW (OLD HILL - REDDAL HILL ROAD (CSO)),2,35,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),OPPOSITE 129 REDDAL HILL ROAD,DUDLEY,RIVER STOUR (WORCS),S/06/21056/O,MOUSESWEET BROOK,Freshwater river,Sewage - water company,SO9512086630,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,395318,286601
3905,TRINITY STREET STORM OVERFLOW (OLD HILL - TRINITY STREET (CSO)),0,0,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),JUNCTION OF TRINITY ST-HADEN RD,SANDWELL,RIVER STOUR (WORCS),S/06/21057/O,MOUSESWEET BROOK,Freshwater river,Sewage - water company,SO9512086630,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,395457,286461
3906,MILDRED ROAD STORM OVERFLOW (CRADLEY HEATH - MILDRED ROAD (CSO)),7,2,53.83%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),16 MILDRED ROAD,DUDLEY,RIVER STOUR (WORCS),S/06/21058/O,MOUSESWEET BROOK,Freshwater river,Sewage - water company,SO9525086990,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,395284,286972
3907,GAWNE LANE STORM OVERFLOW (CRADLEY HEATH - GAWNE LANE (CSO)),0,0,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),OPPOSITE 2 GAWNE LANE,SANDWELL,RIVER STOUR (WORCS),S/06/21065/O,MOUSESWEET BROOK,Freshwater river,Sewage - water company,SO9547087590,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,395479,287593
3908,CHESTER ROAD STORM OVERFLOW (CRADLEY HEATH - CRADLEY ROAD 2 (CSO)),71,380,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),CHESTER ROAD,SANDWELL,RIVER STOUR (WORCS),S/06/21066/O,RIVER STOUR,Freshwater river,Sewage - water company,SO9426085430,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,394260,285430
3909,MANOR WAY STORM OVERFLOW (HALESOWEN - MANOR WAY (CSO)),56,332,93.22%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),NEAR WORKS,DUDLEY,RIVER STOUR (WORCS),S/06/21174/O,ILLEY BROOK,Freshwater river,Sewage - water company,SO9726083060,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,397402,283111
3910,JAMES SCOTT ROAD STORM OVERFLOW (LYE -JAMES SCOTT ROAD (CSO)),7,5,99.78%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),JAMES SCOTT ROAD,DUDLEY,RIVER STOUR (WORCS),S/06/21175/O,RIVER STOUR,Freshwater river,Sewage - water company,SO9305185150,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,393259,285046
3911,BRACKENDALE WAY STORM OVERFLOW (PEDMORE - BRACKENDALE WAY (CSO)),49,198,98.33%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),REAR OF 25 BRACKENDALE WAY,DUDLEY,RIVER STOUR (WORCS),S/06/21176/O,LUDGEBRIDGE BROOK,Freshwater river,Sewage - water company,SO9183084020,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,391720,283577
3912,VALLEY ROAD STORM OVERFLOW (LYE - VALLEY ROAD (CSO)),5,3,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),18 VALLEY ROAD,DUDLEY,RIVER STOUR (WORCS),S/06/21177/O,RIVER STOUR,Freshwater river,Sewage - water company,SO9255084860,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,392526,284509
3913,LOWER HIGH STREET STORM OVERFLOW (STOURBRIDGE - LOWER HIGH STREET (CSO)),34,40,99.92%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),161 LOWER HIGH STREET,DUDLEY,RIVER STOUR (WORCS),S/06/21181/O,RIVER STOUR,Freshwater river,Sewage - water company,SO8993784749,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,390022,284515
3914,PEBBLE CLOSE STORM OVERFLOW (STOURBRIDGE - PEBBLE CLOSE (CSO)),0,0,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),1-5 PEBBLE CLOSE,DUDLEY,RIVER STOUR (WORCS),S/06/21182/O,RIVER STOUR,Freshwater river,Sewage - water company,SO9086084370,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,390808,284275
3915,BIRCH DRIVE STORM OVERFLOW (STOURBRIDGE - BIRCH DRIVE (CSO)),1,0,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),BIRCH DRIVE,DUDLEY,RIVER STOUR (WORCS),S/06/21183/O,RIVER STOUR,Freshwater river,Sewage - water company,SO8954084780,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,389386,284500
3916,FALLOWFIELD ROAD STORM OVERFLOW (HALESOWEN - FALLOWFIELD ROAD (CSO)),6,13,99.99%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),OPPOSITE 85 FALLOWFIELD ROAD,DUDLEY,RIVER STOUR (WORCS),S/06/21187/O,TRIBUTARY OF LUTLEY GUTTER,Freshwater river,Sewage - water company,SO9481182996,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,394822,282996
3917,BRICK KILN LANE STORM OVERFLOW (GORNAL WOOD - BRICK KILN LANE (CSO)),55,139,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),31 BRICK KILN LANE,DUDLEY,RIVER STOUR (WORCS),S/06/21303/O,TRIBUTARY OF SMESTOW BROOK,Freshwater river,Sewage - water company,SO9057991230,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,390579,291075
3918,HOPYARD LANE/STRAIGHTS RDJCN SSO (GORNAL WOOD-STRAITS ROAD (CSO)),0,0,99.87%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),JCT OF STRAITS RD/HOPYARD LANE,DUDLEY,RIVER STOUR (WORCS),S/06/21304/O,TRIBUTARY OF SMESTOW BROOK,Freshwater river,Sewage - water company,SO9068891284,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,390873,291174
3919,STRAITS ROAD STORM OVERFLOW (STRAITS GREEN - STRAITS ROAD (CSO)),63,124,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),1 THE STRAITS,DUDLEY,RIVER STOUR (WORCS),S/06/21305/O,TRIBUTARY OF SMESTOW BROOK,Freshwater river,Sewage - water company,SO9067591282,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,390599,291428
3920,ROUND ST/BAPTIST END RD JCN SSO (NETHERTON - BAPTIST END RD (CSO)),0,0,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),ROUND STREET/BAPTIST END ROAD,DUDLEY,RIVER STOUR (WORCS),S/06/21366/O,MOUSESWEET BROOK,Freshwater river,Sewage - water company,SO9454088550,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,394540,288550
3921,HAWBUSH ROAD STORM OVERFLOW (BRIERLEY HILL - HAWBUSH ROAD (CSO)),20,216,98.86%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),6 HAWBUSH ROAD,DUDLEY,RIVER STOUR (WORCS),S/06/21751/O,AUDNAM BROOK,Freshwater river,Sewage - water company,SO9028086610,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,390469,286214
3922,NEW ROAD STORM OVERFLOW (DUDLEY - NEW ROAD (CSO)),0,0,14.69%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),DUDLEY,DUDLEY,RIVER STOUR (WORCS),S/06/21844/O,TRIBUTARY MOUSESWEET BROOK,Freshwater river,Sewage - water company,SO9431389533,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,394395,289656
3923,SWANFIELD ROAD STORM OVERFLOW (BRIERLEY HILL - SWANFIELD ROAD (CSO)),0,0,99.86%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),53 SWANFIELD ROAD,DUDLEY,RIVER STOUR (WORCS),S/06/21850/O,AUDNAM BROOK,Freshwater river,Sewage - water company,SO9015086500,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,390191,286543
3924,THE HAYES STORM OVERFLOW (LYE - THE HAYES (CSO)),6,3,73.52%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),13 THE HAYES,DUDLEY,RIVER STOUR (WORCS),S/06/21904/O,RIVER STOUR,Freshwater river,Sewage - water company,SO9277084860,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,392804,284474
3925,WARSTONES RD/WARSTONES CRESCENT SSO (PENN - WARSTONES RD/WARSTONES CRES (CSO)),14,8,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),173 WARSTONES ROAD,WOLVERHAMPTON,RIVER STOUR (WORCS),S/06/22071/O,WARSTONES BROOK,Freshwater river,Sewage - water company,SO8812096590,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,388724,296003
3926,DINGLE ROAD STORM OVERFLOW (STOURBRIDGE - DINGLE ROAD (CSO)),31,90,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),DINGLE ROAD,DUDLEY,RIVER STOUR (WORCS),S/06/22135/O,TRIB OF RIVER STOUR,Freshwater river,Sewage - water company,SO9094083160,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,390940,283160
3927,DELPH ROAD STORM OVERFLOW (BRIERLEY HILL- DELPH ROAD (CSO)),16,4,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),DELPH ROAD,DUDLEY,RIVER STOUR (WORCS),S/06/22382/O,STOURBRIDGE CANAL,Canal,Sewage - water company,SO9156086400,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,391560,286400
3928,CLARENCE ST/LOVATT ST JUNCTION SSO (WOLVERHAMPTON-CHAPEL ASH 1 (CSO)),0,0,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),CLARENCE ST/LOVATT ST JUNCTION,WOLVERHAMPTON,RIVER FROME,S/06/50095/O,SMESTOW BROOK,Freshwater river,Sewage - water company,SO9076098630,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,390760,298630
3929,JEFFCOCK RD/RAYLEIGH RDJCN SSO (BRADMORE -JEFFCOCK RD/RAYLEIGH RD (CSO)),11,4,99.91%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),JEFFCOCK RD/RAYLEIGH RD JUNCTION,WOLVERHAMPTON,RIVER STOUR (WORCS),S/06/50096/O,GRAISELEY BROOK,Freshwater river,Sewage - water company,SO8932098760,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,389320,298760
3930,TRYSULL ROAD STORM OVERFLOW (BRADMORE - TRYSULL ROAD (CSO)),1,0,99.87%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),105-107 TRYSULL ROAD,WOLVERHAMPTON,RIVER STOUR (WORCS),S/06/50124/O,FINCHFIELD BROOK,Freshwater river,Sewage - water company,SO8917097420,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,389165,297417
3931,CHAPEL ASH/LOVATT STREET JCN SSO (WOLVERHAMPTON - CHAPEL ASH 2 (CSO)),2,0,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),5-9 CHAPEL ASH,WOLVERHAMPTON,RIVER STOUR (WORCS),S/06/50126/O,SMESTOW BROOK,Freshwater river,Sewage - water company,SJ9050000350,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,390749,298585
3932,COMPTON PARK SSO (COMPTON - PARK (CSO)),49,119,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),COMPTON PARK,WOLVERHAMPTON,RIVER STOUR (WORCS),S/06/55300/O,GRAISLEY BROOK,Freshwater river,Sewage - water company,SO8874099310,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,388787,299301
3933,BROOK ROAD CSO (STOURBRIDGE - BROOK ROAD (CSO)),1,0,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),5 BROOK ROAD,DUDLEY,RIVER STOUR (WORCS),S/06/55435/O,TRIBUTARY OF RIVER STOUR,Freshwater river,Sewage - water company,SO9084883434,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,390856,283436
3934,CHARLES ROAD STORM Sewer OVERFLOW (STOURBRIDG E - CHARLES ROAD (CSO)),1,0,55.80%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),10 SWAN STREET,DUDLEY,RIVER STOUR (WORCS),S/06/55455/O,RIVER STOUR,Freshwater river,Sewage - water company,SO8954084770,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,389161,284144
3935,WOLVERTON SPS -STORM OVERFLOW (WOLVERTON VILLAGE PS (CSO)),2,8,99.88%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),REAR OF MEADOW VIEW,STRATFORD-ON-AVON,MID-AVON,S/13/09366/O,TRIBUTARY OF SHERBOURNE BROOK,Freshwater river,Sewage - water company,SP2090462416,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,420881,262477
3936,COTTAGE LANE STORM SEWAGE OVERFLOW (SHOTTERY - COTTAGE LANE (SO)),20,54,87.29%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),COTTAGE LANE,STRATFORD-ON-AVON,MID-AVON,S/13/21484/O,SHOTTERY BROOK,Freshwater river,Sewage - water company,SP1853054690,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,418525,254691
3937,BIRCHALLAVENUE BALTANK-STORM of (ABBEYDALE - BIRCHALL AVENUE (CSO)),1,2,61.27%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),38 HILL HAY ROAD,GLOUCESTER,LOWER SEVERN,S/20/12173/O,SUD BROOK,Freshwater river,Sewage - water company,SO8551015100,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,385469,215106
3938,GANNICOX ROAD STORM OVERFLOW (STROUD - GANNICOX ROAD 2 (CSO)),0,0,99.85%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),66 GANNICOX ROAD,STROUD,RIVER FROME,S/22/21189/O,PAINSWICK STREAM,Freshwater river,Sewage - water company,SO8452005210,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,384442,205316
3939,HADDON ROAD PPG STN -STM/EMEG O.F (BAKEWELL- HADDON ROAD (TPS)),57,946,81.74%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),HADDON ROAD,DERBYSHIRE DALES,RIVER WYE,T/38/02091/O,RIVER WYE,Freshwater river,Sewage - water company,SK2206067800,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,422060,367800
3940,BROWN LEES AREA (BIDDULPH - BROWN LEES ROAD (CSO)),2,0,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),NEAR 79 NEWPOOL TERRACE,STAFF'S MOORLANDS,UPPER TRENT,T/01/07201/O,NEWPOOL BROOK,Freshwater river,Sewage - water company,SJ8770055800,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,387560,356202
3941,HASSELL STREET STORM S/O (NEWCASTLE - GEORGE ST/HASSELL ST (CSO)),21,10,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),NEAR 138 HASSELL STREET,NEWCASTLE-UNDER-LYME,UPPER TRENT,T/01/20993/O,LYME BROOK,Freshwater river,Sewage - water company,SJ8506745345,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,385397,346108
3942,BARLASTOON (BARLASTON - FIELD EAST of RAILWAY (CSO)),6,19,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),COTON RISE,STAFFORD,UPPER TRENT,T/01/20998/O,BARLASTON DRAIN,Freshwater river,Sewage - water company,SJ8880038610,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,388849,338595
3943,GARNER STREET ETRURIA (ETRURIA - GARNER STREET (CSO)),67,766,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),GARNER STREET BUSINESS PARK,C. STOKE-ON-TRENT UA,UPPER TRENT,T/01/21052/O,FOWLEA BROOK,Freshwater river,Sewage - water company,SJ8661047040,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,386450,347007
3944,FOLEY ROAD (LONGTON - FOLEY ROAD (CSO)),0,0,11.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),102 FOLEY ROAD,C. STOKE-ON-TRENT UA,UPPER TRENT,T/01/21117/O,ANCHOR BROOK,Freshwater river,Sewage - water company,SJ9045043510,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,390457,343504
3945,"DARTMOUTH AVENUE,NEWCASTLE-U-L (WESTLANDS - DARTMOUTH AVENUE (CSO))",0,0,39.66%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),117 DARTMOUTH AVENUE,NEWCASTLE-UNDER-LYME,UPPER TRENT,T/01/21213/O,LYME BROOK,Freshwater river,Sewage - water company,SJ8499044040,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,384639,344154
3946,ASDA.OXFORD SREET.NEWCASTLE (ETRURIA - QUEENSWAY (CSO)),32,38,99.94%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),WOLSTANTON JUNCTION,C. STOKE-ON-TRENT UA,UPPER TRENT,T/01/21241/O,FOWLEA BROOK,Freshwater river,Sewage - water company,SJ8633048260,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,386013,348434
3947,N0.62 (NEWCASTLE -THE HIGHERLAND (NORTH) (CSO)),36,84,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),MANHOLE 261,NEWCASTLE-UNDER-LYME,UPPER TRENT,T/01/21605/O,TRIB OF LYME BROOK,Freshwater river,Sewage - water company,SJ8423045610,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,384247,345607
3948,"MARSONS GARAGE,NEWCASTLE-U-L (NEWCASTLE - THE HIGHERLAND (SOUTH) (CSO))",136,1848,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),MANHOLE NO. 265,NEWCASTLE-UNDER-LYME,UPPER TRENT,T/01/21606/O,TRIB LYME BROOK IN CULVERT,Freshwater river,Sewage - water company,SJ8423045600,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,384251,345602
3949,QUORN -SOAR ROAD (CSO),38,338,74.91%,SEVERN TRENT WATER LIMITED,Pumping Station on Sewerage Network (water company),QUORN/BARROW-UPON-SOAR,CHARNWOOD,SOAR TO CONF KINGSTON BK,T/57/01373/O,RIVER SOAR - TRIBUTARY,Freshwater river,Sewage - water company,SK5780016800,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,456600,316600
3950,ANCHOR ROAD (LONGTON -ANCHOR ROAD (CSO)),24,33,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),21 ANCHOR ROAD,C. STOKE-ON-TRENT UA,UPPER TRENT,T/01/22783/O,ANCHOR BROOK,Freshwater river,Sewage - water company,SJ9118043520,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,391241,343586
3951,KENDRICK STREET (LONGTON - KENDRICK STREET (CSO)),2,0,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),93 KENDRICK STREET,C. STOKE-ON-TRENT UA,UPPER TRENT,T/01/22784/O,ANCHOR BROOK,Freshwater river,Sewage - water company,SJ9182043270,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,391841,343271
3952,BATH ROAD (2) (LONGTON - BATHS ROAD (CSO)),6,1,99.94%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),BATHS ROAD,C. STOKE-ON-TRENT UA,UPPER TRENT,T/01/22804/O,ANCHOR BROOK,Freshwater river,Sewage - water company,SJ9070043590,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,390699,343595
3953,CHAPLIN ROAD NO.l CSO (DRESDEN - BELGRAVE RD/CHAPUN RD (CSO)),4,2,99.98%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),207 CHAPLIN ROAD,C. STOKE-ON-TRENT UA,UPPER TRENT,T/01/22807/O,TRIBUTARY OF LONGTON BROOK,Freshwater river,Sewage - water company,SJ9130142345,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,391310,342328
3954,BALLINSON ROAD (BLURTON - BALLINSON ROAD (CSO)),1,0,98.48%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),90 BALLINSON ROAD,C. STOKE-ON-TRENT UA,UPPER TRENT,T/01/30151/O,LONGTON BROOK,Freshwater river,Sewage - water company,SJ8899042570,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,389469,342415
3955,UTTOXETER ROAD (LONGTON - UTTOXETER RD/CHADWICK ST (CSO)),2,0,75.18%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),NEAR EDWARD HOUSE,C. STOKE-ON-TRENT UA,UPPER TRENT,T/01/30153/O,ANCHOR BROOK,Freshwater river,Sewage - water company,SJ9130043460,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,391229,343327
3956,WOLSEY ROAD (OAK HILL - WOLSELEY ROAD (CSO)),0,0,100.00%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),NEAR 2A WOLSELEY ROAD,C. STOKE-ON-TRENT UA,UPPER TRENT,T/01/30156/O,RIVER TRENT,Freshwater river,Sewage - water company,SJ8724043290,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,386886,343748
3957,GOMS MILL (DRESDEN - KIMBERLEY STREET (CSO)),46,66,99.88%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),GOMS MILL GREENWAY,C. STOKE-ON-TRENT UA,UPPER TRENT,T/01/30035/O,LONGTON BROOK,Freshwater river,Sewage - water company,SJ9055042560,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,390571,342597
3958,CHAMBERLAIN AVENUE (BOOTHEN - CHAMBERLAIN AVENUE (CSO)),19,17,99.83%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),2 CHAMBERLAIN AVENUE,C. STOKE-ON-TRENT UA,UPPER TRENT,T/01/30171/O,RIVER TRENT,Freshwater river,Sewage - water company,SJ8785044410,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,387340,344556
3959,KNYPERSLEY STORM SEWAGE OVERFLOW (KNYPERSLEY -TUNSTALL ROAD (CSO)),18,44,99.86%,SEVERN TRENT WATER LIMITED,Storm Tank/CSO on Sewerage Network (water company),NEAR 194 TUNSTALL ROAD,STAFF'S MOORLANDS,UPPER TRENT,T/01/35494/O,TRIBUTARY OF RIVER TRENT,Freshwater river,Sewage - water company,SJ8811056240,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,387985,356408
